Total Weight,volume,Average Weight,Number Density,Mass Density,Bond Length,Number of Atom,Number of unpaired Electron,Average Number of Electron,Maximun Principle quantum number,Pauling Electronegativity,DFT Heat Capcity,Log(DFT LTC)
59.94,12.48,29.97,0.16,7.97,1.84,2.00,2.00,14.00,2.50,2.04,31.96272165,1.92421724
51.95,15.23,25.97,0.13,5.66,1.97,2.00,2.00,12.00,2.50,1.92,27.80698172,1.188394071
193.63,48.98,96.82,0.04,6.56,2.90,2.00,2.50,41.50,4.50,2.07,48.84268016,1.179293206
200.87,73.61,100.44,0.03,4.53,3.33,2.00,0.50,42.50,5.00,1.40,49.36007592,0.463489848
212.81,101.19,106.40,0.02,3.49,3.70,2.00,1.00,45.00,5.00,1.88,49.5903057,0.170643023
81.41,20.43,40.70,0.10,6.62,2.17,2.00,1.00,19.00,3.00,2.55,43.69864838,0.821637969
119.31,39.44,59.65,0.05,5.02,2.70,2.00,2.00,27.00,4.00,1.62,44.21434854,1.888712905
128.41,27.38,64.21,0.07,7.79,2.39,2.00,1.00,28.00,3.50,2.57,45.19574967,0.877584409
282.12,54.27,141.06,0.04,8.63,3.00,2.00,2.50,57.50,5.00,1.99,49.16927517,0.792062341
163.86,41.30,81.93,0.05,6.59,2.74,2.00,2.00,36.00,4.50,1.67,46.87419334,1.82894332
282.43,90.89,141.22,0.02,5.16,3.57,2.00,1.00,58.00,5.50,1.61,49.65496084,-0.090369099
404.06,47.44,202.03,0.04,14.14,2.87,2.00,2.50,80.50,6.00,2.05,49.29958578,0.561649871
680.75,166.86,85.09,0.05,6.77,2.61,8.00,1.50,36.50,4.25,2.17,183.39408,0.191722945
621.76,145.47,77.72,0.05,7.10,2.45,8.00,2.00,32.00,3.50,2.22,177.8965499,0.517881779
371.74,162.05,46.47,0.05,3.81,2.43,8.00,1.50,21.00,3.25,2.18,178.2792969,1.092182413
209.72,47.39,52.43,0.08,7.35,2.49,4.00,4.00,24.00,4.00,1.69,90.26958284,1.759463867
207.70,48.29,51.93,0.08,7.14,2.50,4.00,4.50,24.00,4.00,1.67,89.58851449,1.685329635
210.78,46.06,52.69,0.09,7.60,2.46,4.00,4.75,24.25,4.00,1.70,91.1960782,1.270655549
339.72,60.81,84.93,0.07,9.28,2.70,4.00,5.50,37.50,4.75,1.87,92.39102193,1.63933705
251.84,51.84,62.96,0.08,8.07,2.56,4.00,5.50,28.50,4.25,1.62,90.55049301,1.522339886
206.80,48.66,51.70,0.08,7.06,2.51,4.00,4.75,23.75,4.00,1.60,89.15177665,1.79750298
209.87,46.23,52.47,0.09,7.54,2.47,4.00,5.00,24.00,4.00,1.63,88.74122668,2.315151338
259.43,76.95,64.86,0.05,5.60,2.92,4.00,0.75,26.75,3.50,1.31,91.2809451,0.019739233
171.25,80.37,42.81,0.05,3.54,2.97,4.00,0.75,18.75,3.25,1.25,91.61401174,-0.22189942
427.07,64.57,106.77,0.06,10.98,2.76,4.00,4.25,45.25,5.00,1.97,92.85612106,1.249540765
602.87,65.11,150.72,0.06,15.37,2.77,4.00,3.25,61.25,5.50,1.74,93.58594663,1.762370923
288.18,72.74,72.05,0.05,6.58,2.87,4.00,0.25,32.25,4.25,1.59,96.17866995,0.232284402
256.00,50.09,64.00,0.08,8.49,2.53,4.00,4.75,28.75,4.25,1.79,92.57078461,1.012035359
250.87,51.90,62.72,0.08,8.03,2.56,4.00,5.25,28.25,4.25,1.78,89.53871246,1.760641084
429.71,73.19,107.43,0.05,9.75,2.88,4.00,3.00,46.00,5.00,1.54,96.21391666,0.677780271
185.71,57.14,46.43,0.07,5.40,2.65,4.00,0.50,20.50,3.00,1.45,89.38925469,0.657667643
191.70,67.64,47.93,0.06,4.71,2.80,4.00,0.50,21.00,3.25,1.33,91.7268209,0.436639632
694.64,100.11,173.66,0.04,11.52,3.19,4.00,1.00,70.00,5.75,1.81,98.69220502,-0.481920572
594.86,142.15,49.57,0.08,6.95,1.89,12.00,2.33,21.67,3.00,2.81,220.6365084,1.160118233
803.33,236.69,100.42,0.03,5.64,2.71,8.00,1.00,42.50,4.50,2.05,193.5554729,-0.095794947
225.65,57.10,75.22,0.05,6.56,2.65,3.00,2.33,33.00,4.33,1.76,71.0103552,0.76401913
321.83,161.28,32.18,0.06,3.31,2.13,10.00,1.00,14.00,2.40,1.73,143.7978445,0.779228411
492.25,194.15,49.23,0.05,4.21,2.23,10.00,1.00,21.40,3.20,2.79,220.6956036,-0.130703728
445.88,183.93,44.59,0.05,4.03,2.21,10.00,1.00,19.60,3.10,2.79,220.0809345,0.119849503
207.87,73.66,41.57,0.07,4.69,2.27,5.00,0.80,18.80,3.00,2.88,115.0107665,0.411956238
28.01,17.89,14.01,0.11,2.60,1.50,2.00,3.00,7.00,2.00,3.04,22.61862636,4.446852574
58.10,34.33,29.05,0.06,2.81,2.81,2.00,1.00,14.00,3.00,2.40,47.65560295,0.454341701
108.88,23.40,54.44,0.09,7.73,1.97,2.00,1.00,24.00,3.00,2.07,32.04916369,0.734319681
139.93,46.67,69.97,0.04,4.98,2.47,2.00,1.50,31.50,4.00,2.26,47.35329288,0.940202604
186.83,53.55,93.41,0.04,5.79,2.59,2.00,1.50,40.50,4.50,2.24,48.59918093,0.54015422
235.47,63.89,117.73,0.03,6.12,2.75,2.00,1.50,49.50,5.00,2.02,48.94064934,0.273626206
40.99,21.31,20.49,0.09,3.19,1.91,2.00,2.00,10.00,2.50,2.33,30.92599199,2.439301108
187.33,58.22,93.67,0.03,5.34,2.66,2.00,1.50,40.50,4.50,1.94,48.58866026,-0.338499665
275.51,58.45,137.76,0.03,7.83,2.67,2.00,1.50,56.50,5.00,2.04,48.79050054,0.232106293
279.30,64.46,139.65,0.03,7.20,2.76,2.00,2.00,57.00,5.00,1.99,48.45437008,1.484570299
140.33,46.19,70.17,0.04,5.05,2.47,2.00,1.50,31.50,4.00,1.92,47.9873654,0.04363731
323.87,69.82,161.94,0.03,7.70,2.83,2.00,1.00,66.00,5.50,2.53,49.39701201,-0.958133797
324.57,62.04,162.28,0.03,8.69,2.72,2.00,1.50,65.50,5.50,2.25,49.0109289,1.095866453
22.82,13.61,11.41,0.15,2.78,1.64,2.00,1.50,5.50,2.00,2.30,30.06019081,1.435430252
203.03,26.46,101.51,0.08,12.74,2.05,2.00,2.00,41.00,4.00,2.12,37.50520259,1.483544507
24.82,11.92,12.41,0.17,3.46,1.57,2.00,2.00,6.00,2.00,2.54,16.56229884,2.92920428
132.57,36.84,66.29,0.05,5.98,2.29,2.00,2.00,28.00,3.50,2.05,37.70918266,2.627253171
38.90,26.01,19.45,0.08,2.48,2.04,2.00,1.50,9.50,2.50,1.97,37.04213877,1.392960615
86.85,51.22,43.42,0.04,2.82,2.55,2.00,1.00,19.00,3.00,1.97,45.8810722,0.934452999
102.89,72.77,51.45,0.03,2.35,2.87,2.00,1.00,23.00,3.50,1.95,48.52287389,0.405431742
67.86,19.26,33.93,0.10,5.85,1.84,2.00,3.00,16.00,3.00,2.19,34.59908808,2.287152041
62.95,22.98,31.48,0.09,4.55,1.95,2.00,2.50,14.50,3.00,2.09,36.23900561,1.948364056
128.41,34.27,64.21,0.06,6.22,2.23,2.00,1.00,28.00,3.50,2.57,43.26350769,1.296972159
42.39,41.81,21.20,0.05,1.68,2.39,2.00,1.00,10.00,2.50,2.07,44.55759993,1.177247836
59.94,13.70,29.97,0.15,7.26,1.64,2.00,2.00,14.00,2.50,2.04,25.72952615,2.255923459
77.55,21.96,38.78,0.09,5.86,1.92,2.00,2.00,18.00,3.00,2.47,41.31395488,1.466986183
25.94,20.69,12.97,0.10,2.08,1.89,2.00,1.00,6.00,2.00,2.48,39.25838483,1.432424077
41.99,34.19,20.99,0.06,2.04,2.23,2.00,1.00,10.00,2.50,2.46,45.2466633,1.087284391
142.36,48.82,71.18,0.04,4.84,2.51,2.00,1.50,31.50,4.00,1.91,48.02461587,-0.023631677
83.73,23.48,41.86,0.09,5.92,1.97,2.00,2.00,19.00,3.00,2.43,36.18809834,2.310034469
97.81,45.26,48.90,0.04,3.59,2.45,2.00,1.50,22.50,3.50,1.86,46.22954424,0.187125728
187.46,60.80,93.73,0.03,5.12,2.70,2.00,1.50,40.50,4.50,1.90,48.5570429,-0.364908502
279.84,67.01,139.92,0.03,6.93,2.79,2.00,2.00,57.00,5.00,1.90,48.42582546,1.561077521
100.73,43.84,50.36,0.05,3.82,2.42,2.00,2.00,23.00,3.50,1.95,43.36252986,2.04906289
191.35,60.03,95.68,0.03,5.29,2.69,2.00,2.00,41.00,4.50,1.98,47.62284034,1.484171668
179.50,25.55,89.75,0.08,11.67,2.02,2.00,1.50,36.50,3.50,1.75,27.26930656,1.238547888
96.95,19.22,48.47,0.10,8.38,1.84,2.00,3.50,21.50,3.00,2.18,25.48428795,1.349199794
107.43,19.16,53.71,0.10,9.31,1.84,2.00,0.50,23.50,2.50,2.20,30.476413,1.084897858
45.96,26.80,22.98,0.07,2.85,2.06,2.00,1.00,11.00,2.50,1.78,27.8803524,1.742410881
184.85,19.24,92.42,0.10,15.96,1.84,2.00,2.50,37.50,3.50,1.95,25.6511025,1.413048169
231.56,51.57,115.78,0.04,7.46,2.56,2.00,1.50,47.50,4.50,2.05,47.38077176,0.550888468
279.55,61.79,139.78,0.03,7.51,2.72,2.00,1.00,57.00,5.00,2.22,48.75603723,0.679400639
233.32,59.94,116.66,0.03,6.46,2.69,2.00,0.50,49.50,4.50,2.43,48.91479372,0.806220687
128.82,32.27,64.41,0.06,6.63,2.19,2.00,2.00,28.00,3.50,2.41,39.85028679,2.085112113
68.94,19.38,34.47,0.10,5.91,1.85,2.00,4.00,16.00,3.00,2.30,36.74047976,1.929878524
58.96,29.33,29.48,0.07,3.34,2.12,2.00,2.00,14.00,3.00,2.20,37.93283808,1.853704294
61.87,24.57,30.94,0.08,4.18,2.00,2.00,2.50,14.50,3.00,2.29,36.8351268,2.309012349
64.95,21.84,32.47,0.09,4.94,1.92,2.00,3.00,15.00,3.00,2.34,37.91313814,0.377451963
79.42,24.23,39.71,0.08,5.44,1.99,2.00,1.50,18.50,3.00,2.34,40.91376912,1.995942163
105.23,31.09,52.62,0.06,5.62,2.16,2.00,2.50,23.50,3.50,2.19,40.0354801,1.93452875
103.62,44.55,51.81,0.04,3.86,2.44,2.00,1.00,23.00,3.50,2.20,44.3405645,1.240024783
81.41,24.83,40.70,0.08,5.45,2.01,2.00,1.00,19.00,3.00,2.55,40.81843897,1.726311456
325.91,80.93,162.95,0.02,6.69,2.97,2.00,2.00,66.00,5.50,1.88,48.97180766,1.047703108
97.47,40.48,48.74,0.05,4.00,2.36,2.00,1.00,23.00,3.50,2.12,45.3963849,1.737733186
146.80,55.92,73.40,0.04,4.36,2.63,2.00,2.00,32.00,4.00,1.93,45.050554,1.844209931
481.55,287.59,120.39,0.01,2.78,3.82,4.00,1.00,51.00,5.50,1.36,99.46874672,-0.178407873
251.69,103.08,41.95,0.06,4.05,2.32,6.00,2.33,19.67,3.33,2.62,135.0511927,0.891752972
59.76,57.74,9.96,0.10,1.72,1.92,6.00,1.33,4.67,2.00,1.80,107.4361889,1.377069365
246.45,80.01,41.07,0.07,5.11,2.13,6.00,2.00,18.67,3.00,2.74,118.304965,1.09477383
96.95,17.78,48.47,0.11,9.05,2.07,2.00,3.50,21.50,3.00,2.18,31.04169809,1.854955479
45.96,23.50,22.98,0.09,3.25,2.27,2.00,1.00,11.00,2.50,1.78,33.62982834,1.247703282
61.87,19.27,30.94,0.10,5.33,2.13,2.00,2.50,14.50,3.00,2.29,36.95807258,1.998625457
238.17,49.12,119.09,0.04,8.05,2.91,2.00,2.50,48.50,4.50,2.00,48.28000233,0.617021321
333.35,151.35,23.81,0.09,3.66,2.02,14.00,1.86,11.29,2.57,2.55,266.3224493,0.842347086
24.82,11.92,12.41,0.17,3.46,1.57,2.00,2.00,6.00,2.00,2.54,16.56235123,2.926512221
24.82,11.92,12.41,0.17,3.46,1.57,2.00,2.00,6.00,2.00,2.54,16.56055367,2.932463617
58.10,34.10,29.05,0.06,2.83,2.81,2.00,1.00,14.00,3.00,2.40,47.5964548,0.503981241
24.82,11.92,12.41,0.17,3.46,1.57,2.00,2.00,6.00,2.00,2.54,16.56393617,2.934957752
835.56,335.33,139.26,0.02,4.14,2.39,6.00,0.67,55.33,4.67,1.72,132.8065265,0.188619167
539.62,290.53,89.94,0.02,3.08,2.28,6.00,1.33,38.00,4.00,2.92,138.2162112,0.600352031
179.27,301.92,29.88,0.02,0.99,2.31,6.00,0.67,13.33,2.33,1.78,103.5233797,0.026288062
91.89,283.22,15.32,0.02,0.54,2.26,6.00,1.33,7.33,2.33,1.51,128.1092917,-0.116548667
241.84,179.56,40.31,0.03,2.24,1.94,6.00,3.67,18.33,3.00,2.56,117.8425442,0.23001441
571.75,453.03,95.29,0.01,2.10,2.64,6.00,1.33,40.67,4.33,2.63,143.7427202,-0.52559432
238.47,214.29,39.75,0.03,1.85,2.06,6.00,2.67,18.00,3.00,2.47,122.901587,-0.179982547
665.54,527.19,110.92,0.01,2.10,2.78,6.00,1.33,46.67,4.67,2.62,147.0183752,-1.293640723
167.72,119.33,27.95,0.05,2.33,1.69,6.00,3.33,13.33,2.67,2.64,110.2426673,0.431942438
397.81,837.72,66.30,0.01,0.79,3.24,6.00,1.00,29.67,4.00,2.25,148.4550669,-2.285083752
490.55,968.20,81.76,0.01,0.84,3.40,6.00,1.00,35.67,4.33,2.25,148.9667919,-2.592269272
116.19,79.22,29.05,0.05,2.44,2.71,4.00,1.00,14.00,3.00,2.40,94.96035679,0.576851759
288.95,84.87,72.24,0.05,5.65,2.77,4.00,1.00,32.00,4.00,2.14,95.70130988,0.034088093
112.74,71.47,28.19,0.06,2.62,2.61,4.00,1.00,14.00,3.00,1.95,90.12592764,0.966954784
173.69,83.32,43.42,0.05,3.46,2.75,4.00,1.00,19.00,3.00,1.97,94.94994864,0.068544533
1048.92,393.59,74.92,0.04,4.43,2.77,14.00,1.71,32.57,4.14,2.13,335.7931331,0.51355052
1097.18,362.95,78.37,0.04,5.02,2.52,14.00,2.14,34.14,4.29,2.03,334.5921506,0.327031813
942.32,340.32,67.31,0.04,4.60,2.56,14.00,1.43,29.71,4.00,2.08,332.3036631,1.174059808
1401.70,453.09,100.12,0.03,5.14,2.90,14.00,1.71,42.29,4.57,2.06,339.045136,0.64601141
891.66,389.53,63.69,0.04,3.80,2.76,14.00,1.43,28.29,4.00,1.99,332.7145476,0.333064201
1065.50,477.46,76.11,0.03,3.71,2.92,14.00,1.57,33.29,4.29,1.92,339.4528128,-0.317475871
1132.58,415.52,80.90,0.03,4.53,2.76,14.00,1.71,35.14,4.29,2.09,337.9754611,0.706632451
1388.48,416.86,99.18,0.03,5.53,2.77,14.00,1.43,42.00,4.57,2.08,338.3567012,0.101368963
1224.72,443.25,87.48,0.03,4.59,2.88,14.00,1.71,37.71,4.43,2.09,338.8430288,0.559439777
1790.82,555.77,127.92,0.03,5.35,3.11,14.00,1.71,52.57,5.14,1.81,342.4977679,0.462233234
1162.54,459.51,83.04,0.03,4.20,2.91,14.00,1.43,36.00,4.43,1.94,337.8309502,0.750192008
1043.47,399.84,74.53,0.04,4.33,2.69,14.00,1.71,32.57,4.14,2.08,335.7946482,0.68352432
1212.68,370.00,86.62,0.04,5.44,2.72,14.00,1.43,36.86,4.29,2.12,334.7454488,0.205745541
1118.12,385.04,79.87,0.04,4.82,2.63,14.00,1.43,34.86,4.29,2.04,336.6534998,1.007107383
207.87,73.66,41.57,0.07,4.69,2.27,5.00,0.80,18.80,3.00,2.88,115.011796,0.413316532
253.81,76.00,63.45,0.05,5.55,2.54,4.00,1.50,27.50,3.75,2.22,89.03999791,0.761140687
176.01,98.83,35.20,0.05,2.96,2.50,5.00,0.80,15.60,2.60,1.68,83.29893245,0.812920038
300.23,169.40,25.02,0.07,2.94,1.87,12.00,2.33,12.33,2.67,2.51,219.0115342,1.252140754
3000.50,1202.12,136.39,0.02,4.14,3.53,22.00,1.09,56.36,5.45,1.90,546.050711,-1.602471324
1119.70,320.63,46.65,0.07,5.80,2.09,24.00,2.00,21.00,3.17,2.56,483.5184718,0.760756621
1476.34,324.24,61.51,0.07,7.56,2.08,24.00,2.00,26.33,3.33,2.56,484.5537428,0.818109274
672.52,235.58,67.25,0.04,4.74,2.65,10.00,1.50,29.30,3.90,2.02,234.0178357,-0.005770859
260.50,111.48,52.10,0.04,3.88,2.61,5.00,1.40,23.40,3.60,2.05,118.0282191,0.02881517
372.37,91.99,62.06,0.07,6.72,2.46,6.00,2.00,27.33,3.67,2.44,129.6091024,1.131704189
586.89,166.20,73.36,0.05,5.86,2.66,8.00,1.00,32.00,4.00,2.35,191.2516807,0.033828372
154.79,65.48,30.96,0.08,3.93,2.18,5.00,1.20,14.80,2.80,2.93,112.955455,0.612416493
40.30,24.33,20.15,0.08,2.75,1.99,2.00,1.00,10.00,2.50,2.38,36.9472451,2.118143429
171.47,55.85,42.87,0.07,5.10,2.09,4.00,2.00,19.00,3.00,2.11,69.43526218,3.280775594
265.14,73.46,66.29,0.05,5.99,2.28,4.00,2.00,28.00,3.50,2.05,75.35983666,2.574104609
513.77,126.30,51.38,0.08,6.76,2.08,10.00,1.80,22.60,3.20,2.62,203.7428706,0.085376215
518.62,128.86,51.86,0.08,6.68,2.10,10.00,1.70,22.70,3.20,2.61,206.7187439,0.056536434
563.80,139.24,56.38,0.07,6.72,2.14,10.00,1.80,23.80,3.20,2.53,203.7587244,0.373671966
532.00,139.05,53.20,0.07,6.35,2.16,10.00,1.80,23.20,3.30,2.62,209.2835861,0.120222844
184.49,55.41,46.12,0.07,5.53,2.40,4.00,1.00,21.00,3.25,2.39,87.79962047,0.929401894
1144.15,318.32,52.01,0.07,5.97,2.20,22.00,1.55,22.64,3.27,2.42,466.3940753,0.598283352
2959.04,818.03,92.47,0.04,6.01,2.54,32.00,1.50,38.50,4.25,2.45,760.4212294,0.063340866
514.18,181.30,85.70,0.03,4.71,2.92,6.00,1.33,35.33,4.00,1.43,136.2072539,0.940352099
238.75,123.91,39.79,0.05,3.20,2.62,6.00,1.33,18.67,3.33,1.59,139.4885302,0.623504277
438.38,166.55,73.06,0.04,4.37,2.95,6.00,1.33,30.67,4.00,1.35,139.927962,0.500574921
428.27,148.77,71.38,0.04,4.78,2.83,6.00,1.33,30.67,4.00,1.64,145.6387885,0.292384568
342.74,172.96,57.12,0.03,3.29,2.92,6.00,1.33,24.67,3.67,1.45,140.1304145,0.546452176
719.71,226.91,119.95,0.03,5.27,3.16,6.00,1.33,50.00,5.00,1.46,147.3778037,0.137814962
307.52,141.40,51.25,0.04,3.61,2.73,6.00,1.33,22.00,3.33,1.52,132.7008484,0.912191933
326.64,136.27,54.44,0.04,3.98,2.72,6.00,1.33,24.67,3.67,1.59,143.6681549,0.269970347
452.53,195.20,75.42,0.03,3.85,3.02,6.00,1.33,33.33,4.33,1.51,145.8531181,0.41786512
338.97,144.39,56.49,0.04,3.90,2.84,6.00,1.33,24.67,3.67,1.37,137.7304374,0.723945243
339.74,169.39,56.62,0.04,3.33,2.85,6.00,1.33,24.67,3.67,1.48,133.7272489,1.169011811
545.27,210.07,90.88,0.03,4.31,3.08,6.00,1.33,39.33,4.67,1.51,146.4221088,0.419245104
706.50,204.09,117.75,0.03,5.75,3.18,6.00,1.33,47.33,4.67,1.26,142.3011763,0.631132481
250.00,157.55,41.67,0.04,2.64,2.85,6.00,1.33,18.67,3.33,1.45,138.9296495,0.726767948
2005.40,370.69,143.24,0.04,8.98,2.71,14.00,2.14,58.43,5.29,2.10,338.0734024,0.581141499
495.26,256.72,35.38,0.05,3.20,2.41,14.00,1.43,17.14,3.14,2.17,305.871695,0.987648392
920.42,275.68,65.74,0.05,5.54,2.46,14.00,1.86,29.29,3.86,2.23,327.6268851,0.838225525
1250.21,274.19,89.30,0.05,7.57,2.42,14.00,2.00,38.00,4.14,2.34,308.218808,1.287376182
994.50,252.81,71.04,0.06,6.53,2.39,14.00,2.14,31.29,4.00,2.27,327.696394,0.841784796
1194.94,358.43,85.35,0.04,5.54,2.48,14.00,2.29,36.86,4.29,2.20,336.2163812,-0.202116434
808.07,172.34,57.72,0.08,7.79,2.07,14.00,1.43,24.86,3.14,2.75,283.4837596,0.664115239
591.58,275.09,42.26,0.05,3.57,2.31,14.00,1.71,20.00,3.29,2.26,322.9778787,-0.372326968
1426.57,276.11,101.90,0.05,8.58,2.42,14.00,2.00,42.57,4.29,2.37,309.0580006,0.861110065
1801.73,321.17,128.69,0.04,9.32,2.55,14.00,2.00,52.86,4.86,2.36,331.0306688,0.709558264
1069.32,273.99,76.38,0.05,6.48,2.42,14.00,2.00,33.43,4.00,2.40,310.464078,0.735479133
360.00,293.07,25.71,0.05,2.04,2.43,14.00,0.86,12.29,2.71,2.27,324.2033268,0.191171456
421.26,274.55,30.09,0.05,2.55,2.35,14.00,1.57,14.14,2.86,2.31,325.9864673,-1.063727599
1039.27,258.58,74.23,0.05,6.67,2.41,14.00,2.14,31.57,3.71,2.24,309.3449573,-0.921180817
1414.43,299.82,101.03,0.05,7.83,2.53,14.00,2.14,41.86,4.29,2.23,327.1572013,-0.391837814
682.02,254.86,48.72,0.05,4.44,2.40,14.00,2.14,22.43,3.43,2.27,310.7810849,-0.542193771
506.77,189.23,36.20,0.07,4.45,2.17,14.00,1.86,16.43,2.86,2.49,287.7479979,0.437481026
635.30,301.16,45.38,0.05,3.50,2.46,14.00,1.86,21.00,3.43,1.99,314.9790646,0.263801708
1010.46,344.62,72.18,0.04,4.87,2.57,14.00,1.86,31.29,4.00,1.98,328.8497389,0.006209241
846.77,309.35,60.48,0.05,4.55,2.40,14.00,1.57,26.71,3.71,2.10,331.0530841,0.39375064
480.83,272.88,34.35,0.05,2.93,2.34,14.00,1.29,16.71,3.14,2.12,323.8973418,-0.024618747
281.39,134.44,20.10,0.10,3.48,1.80,14.00,1.43,10.00,2.43,2.61,236.7421086,1.408934959
413.06,267.95,29.50,0.05,2.56,2.44,14.00,1.43,14.57,3.00,2.12,303.9973255,0.956782926
788.22,318.80,56.30,0.04,4.11,2.58,14.00,1.43,24.86,3.57,2.10,323.0829768,0.746813172
959.18,331.65,68.51,0.04,4.80,2.62,14.00,1.43,30.00,3.86,2.16,332.6888611,0.748350857
1139.56,375.65,81.40,0.04,5.04,2.67,14.00,1.43,35.14,4.14,2.15,335.0343343,0.974175364
860.11,354.59,61.44,0.04,4.03,2.62,14.00,1.43,27.14,3.86,2.03,329.6664329,0.685329635
345.80,135.55,24.70,0.10,4.24,1.94,14.00,2.14,11.86,2.57,2.65,253.0004809,0.692926195
474.32,242.50,33.88,0.06,3.25,2.28,14.00,2.14,16.43,3.14,2.16,307.4218898,0.747450652
849.48,289.89,60.68,0.05,4.87,2.41,14.00,2.14,26.71,3.71,2.14,325.8752841,0.650569769
516.76,150.33,36.91,0.09,5.71,2.01,14.00,2.14,17.00,2.86,2.70,284.8754524,0.782716219
1200.83,347.12,85.77,0.04,5.74,2.46,14.00,2.14,37.00,4.29,2.19,336.401799,0.457397396
1135.26,231.19,81.09,0.06,8.15,2.24,14.00,2.71,34.71,4.00,2.32,311.8609546,0.523186985
540.36,350.95,38.60,0.04,2.56,2.41,14.00,2.29,18.29,3.29,2.05,319.5006626,-0.269807409
915.52,403.59,65.39,0.03,3.77,2.54,14.00,2.29,28.57,3.86,2.03,333.0702208,-0.442865898
361.78,160.05,25.84,0.09,3.75,1.92,14.00,1.57,12.43,2.71,2.58,265.3306175,0.897890886
490.31,286.48,35.02,0.05,2.84,2.38,14.00,1.57,17.00,3.29,2.09,310.1101421,0.925698761
532.64,187.87,38.05,0.07,4.71,2.16,14.00,1.43,17.43,3.00,2.60,280.4300059,0.959007984
1048.92,393.59,74.92,0.04,4.43,2.77,14.00,1.71,32.57,4.14,2.13,335.7852498,0.520994167
1212.13,412.87,86.58,0.03,4.88,2.75,14.00,1.43,37.43,4.43,2.05,337.4736616,0.440672988
601.48,201.02,42.96,0.07,4.97,2.13,14.00,1.86,19.57,3.14,2.58,300.3928879,0.352819017
1132.58,415.51,80.90,0.03,4.53,2.76,14.00,1.71,35.14,4.29,2.09,337.9794769,0.689468693
1013.32,365.10,72.38,0.04,4.61,2.65,14.00,1.43,31.71,4.00,2.09,326.5347862,0.225050696
1388.48,416.86,99.18,0.03,5.53,2.77,14.00,1.43,42.00,4.57,2.08,338.352208,0.12169113
660.75,349.32,47.20,0.04,3.14,2.57,14.00,1.43,22.00,3.57,2.01,321.1870578,0.777405071
722.02,313.74,51.57,0.04,3.82,2.39,14.00,2.14,23.86,3.71,2.04,321.7169428,0.650754218
1097.18,362.96,78.37,0.04,5.02,2.52,14.00,2.14,34.14,4.29,2.03,334.5912583,0.359361103
1043.47,399.83,74.53,0.04,4.33,2.69,14.00,1.71,32.57,4.14,2.08,335.7946926,0.681847017
849.56,390.02,60.68,0.04,3.62,2.76,14.00,1.71,27.43,3.86,2.10,328.4995415,0.264250982
1224.72,443.25,87.48,0.03,4.59,2.88,14.00,1.71,37.71,4.43,2.09,338.8397492,0.613027417
1118.12,385.04,79.87,0.04,4.82,2.63,14.00,1.43,34.86,4.29,2.04,336.6516095,1.000347297
1041.39,318.50,74.38,0.04,5.43,2.59,14.00,1.43,32.57,4.00,2.21,335.3782769,0.850897306
1221.77,362.08,87.27,0.04,5.60,2.61,14.00,1.43,37.71,4.29,2.20,337.6959022,0.851105401
1156.21,256.34,82.59,0.05,7.49,2.40,14.00,2.00,35.43,4.00,2.34,307.3129216,1.255031163
731.29,275.88,52.24,0.05,4.40,2.31,14.00,2.43,24.14,3.71,2.08,315.770081,0.31126633
1012.13,440.63,84.34,0.03,3.81,3.28,12.00,0.67,36.00,4.67,1.25,291.0154951,0.197537842
262.57,82.17,65.64,0.05,5.31,2.57,4.00,1.00,27.50,3.50,1.80,92.1669198,-0.184187681
207.87,73.67,41.57,0.07,4.69,2.27,5.00,0.80,18.80,3.00,2.88,115.018387,0.410321618
207.87,73.67,41.57,0.07,4.69,2.27,5.00,0.80,18.80,3.00,2.88,115.017045,0.422130026
300.25,56.17,60.05,0.09,8.88,2.07,5.00,3.40,27.00,3.80,2.10,108.0678809,0.648272167
300.25,56.17,60.05,0.09,8.88,2.07,5.00,3.40,27.00,3.80,2.10,108.0510602,0.657610324
445.88,183.93,44.59,0.05,4.03,2.21,10.00,1.00,19.60,3.10,2.79,220.0835341,0.112873002
492.25,194.15,49.23,0.05,4.21,2.23,10.00,1.00,21.40,3.20,2.79,220.7048303,-0.140783621
408.52,112.19,40.85,0.09,6.05,1.56,10.00,1.60,17.80,2.70,2.77,164.9238194,0.572627679
735.72,211.00,91.96,0.04,5.79,2.61,8.00,1.00,38.50,4.00,2.51,191.5881612,0.136914635
829.51,213.70,103.69,0.04,6.45,2.68,8.00,1.00,43.00,4.25,2.51,194.2183528,-0.102386103
273.63,135.91,17.10,0.12,3.34,1.90,16.00,2.13,8.13,2.25,2.30,302.6660535,0.426012159
419.64,134.85,69.94,0.04,5.17,2.91,6.00,1.33,30.67,4.00,1.80,146.1857845,-0.282548641
424.77,75.36,141.59,0.04,9.36,2.58,3.00,1.33,56.67,4.67,2.35,72.63940022,-0.079711409
276.84,65.89,46.14,0.09,6.98,2.03,6.00,1.33,20.67,2.67,3.03,110.9212044,1.928931561
123.96,102.33,20.66,0.06,2.01,2.32,6.00,1.33,10.00,2.67,1.77,134.1788962,1.073498399
515.44,178.09,42.95,0.07,4.81,2.11,12.00,1.00,19.00,2.75,3.43,257.7562772,0.214870329
210.49,45.93,70.16,0.07,7.61,2.10,3.00,2.00,29.33,3.33,2.73,57.33285694,1.169240314
110.98,93.45,36.99,0.03,1.97,2.77,3.00,0.67,18.00,3.33,2.44,70.93922654,0.590458771
